Uniprot	Family	Domain	Repeat	Motif	Coiled-coil	Disordered
P53898	1	0	0	0	0	0	1
P26786	1	0	0	0	0	0	1
P38825	0	1	4	0	0	0	5
Q03466	0	2	0	0	0	0	2
P14904	1	0	0	0	0	0	1
P53394	1	1	0	0	0	0	2
Q12205	0	1	0	0	0	0	1
P46971	2	1	0	0	0	0	3
P53153	0	1	0	0	0	0	1
P25372	0	1	0	0	0	0	1
P42939	0	1	0	0	0	0	1
P53930	1	0	0	0	0	0	1
P40956	0	2	0	0	0	0	2
P33309	0	3	0	0	0	0	3
P40510	0	2	0	0	0	0	2
P25612	0	1	0	0	0	0	1
Q12675	3	0	0	0	0	0	3
P22855	0	3	0	0	0	0	3
P53320	3	0	0	0	0	0	3
Q12425	1	0	0	0	0	0	1
P05316	1	0	0	0	0	0	1
P40577	1	0	0	0	0	0	1
P38304	1	0	0	0	0	0	1
P53757	1	0	0	0	0	0	1
P38157	0	2	0	0	0	0	2
P06633	1	0	0	0	0	0	1
P39998	0	2	0	0	0	0	2
P25379	1	0	0	0	0	0	1
P54837	0	1	0	0	0	0	1
P50111	0	1	0	0	0	0	1
P08067	1	1	0	0	0	0	2
Q07987	1	0	0	0	0	0	1
P32521	1	3	0	0	0	0	4
P03878	1	2	0	0	0	0	3
Q12416	0	0	0	1	0	0	1
P53271	1	0	0	0	0	0	1
P32639	3	2	0	0	0	0	5
P36149	1	0	0	0	0	0	1
Q9ZZX1	2	0	0	0	0	0	2
Q04516	0	2	0	0	0	0	2
P47006	1	0	0	0	0	0	1
P25337	0	1	0	0	0	0	1
P0CX41	0	1	0	0	0	0	1
P38130	1	0	0	0	0	0	1
Q12224	0	1	0	0	0	0	1
Q05672	0	1	0	0	0	0	1
Q12114	1	2	0	0	0	0	3
P32361	1	2	0	0	0	0	3
P40571	1	0	0	0	0	0	1
P51533	3	3	0	0	0	0	6
Q12745	0	1	0	0	0	0	1
P40040	1	0	0	0	0	0	1
P34232	0	1	0	0	0	0	1
P46947	1	0	0	0	0	0	1
P13185	0	2	0	0	0	0	2
P47821	0	1	0	0	0	0	1
P38426	2	0	0	0	0	0	2
P40858	1	0	0	0	0	0	1
P38257	0	1	0	0	0	0	1
P52867	2	1	0	0	0	0	3
P0CX74	1	0	0	0	0	0	1
P33204	1	0	0	0	0	0	1
Q12522	1	0	0	0	0	0	1
P04386	1	2	0	0	0	0	3
P42936	0	2	0	0	0	0	2
Q08929	1	0	0	0	0	0	1
P39713	1	1	0	0	0	0	2
P24521	2	0	0	0	0	0	2
Q03862	0	1	0	0	0	0	1
P53197	0	0	3	0	0	0	3
P32798	1	0	0	0	0	0	1
P38180	1	0	0	0	0	0	1
P25353	1	0	0	0	0	0	1
Q06324	1	0	0	0	0	0	1
P38988	2	0	0	0	0	0	2
P53058	1	0	0	0	0	0	1
P40564	0	2	0	0	0	0	2
P39106	1	0	0	0	0	0	1
P38261	1	1	0	0	0	0	2
P38858	0	1	0	0	0	0	1
Q9URQ3	1	0	0	0	0	0	1
P10592	1	0	0	0	0	0	1
P38885	0	1	0	0	0	0	1
Q06525	1	1	0	0	0	0	2
P53154	1	0	0	0	0	0	1
P38773	1	0	0	0	0	0	1
P0CX85	1	0	0	0	0	0	1
Q03262	1	3	0	0	0	0	4
P89886	1	0	0	0	0	0	1
P03871	1	0	0	0	0	0	1
Q12320	1	1	0	0	0	0	2
P25559	1	0	0	0	0	0	1
P28495	1	0	0	0	0	0	1
Q06689	1	0	0	0	0	0	1
P37267	1	0	0	0	0	0	1
P47123	0	1	0	0	0	0	1
Q08496	0	1	0	0	0	0	1
Q01855	0	1	0	0	0	0	1
P32342	0	1	0	0	0	0	1
Q04772	0	1	0	0	0	0	1
P53010	2	0	0	0	0	0	2
Q01852	0	1	0	0	0	0	1
P41058	1	0	0	0	0	0	1
P39001	0	1	0	0	0	0	1
P33314	1	1	0	0	0	0	2
P10622	1	0	0	0	0	0	1
Q05164	0	1	0	0	0	0	1
P06208	0	2	0	0	0	0	2
P38765	1	0	0	0	0	0	1
P32558	1	3	0	0	0	0	4
Q02206	0	2	0	0	0	0	2
P50104	0	2	0	0	0	0	2
Q12152	0	1	0	0	0	0	1
P38770	1	0	0	0	0	0	1
P40506	2	0	0	0	0	0	2
P21592	1	0	0	0	0	0	1
P22209	0	1	0	0	0	0	1
P0CX57	1	0	0	0	0	0	1
P29453	0	1	0	0	0	0	1
Q06704	1	0	0	0	0	0	1
Q05867	1	0	0	0	0	0	1
P38084	1	0	0	0	0	0	1
P32803	0	1	0	0	0	0	1
P53932	1	0	0	0	0	0	1
P05626	1	0	0	0	0	0	1
P39927	1	1	0	0	0	0	2
P40004	1	0	0	0	0	0	1
Q03768	0	1	0	0	0	0	1
Q04433	1	0	0	0	0	0	1
Q05016	0	1	0	0	0	0	1
P09440	1	2	0	0	0	0	3
Q06032	0	1	0	0	0	0	1
P53633	1	0	0	0	0	0	1
P23501	1	0	0	0	0	0	1
P25377	1	1	0	0	0	0	2
P38318	1	0	0	0	0	0	1
P40438	0	3	0	0	0	0	3
P47122	0	1	0	0	0	0	1
P53077	1	0	0	0	0	0	1
Q3E743	1	0	0	0	0	0	1
P47145	1	0	0	0	0	0	1
Q05471	2	1	0	0	0	0	3
Q06644	1	1	0	0	0	0	2
P32339	0	1	0	0	0	0	1
Q04461	1	0	0	0	0	0	1
P40089	0	1	0	0	0	0	1
Q06408	0	3	0	0	0	0	3
P46982	1	0	0	0	0	0	1
P32481	0	3	0	0	0	0	3
P47033	0	1	0	0	0	0	1
P13574	1	0	0	0	0	0	1
P40081	1	0	0	0	0	0	1
Q99339	1	0	0	0	0	0	1
P08679	0	1	0	0	0	0	1
P43602	0	2	0	0	0	0	2
Q07549	1	0	0	0	0	0	1
P39744	1	0	0	0	0	0	1
P18239	3	0	0	0	0	0	3
Q12512	0	1	0	0	0	0	1
P38720	0	2	0	0	0	0	2
P47093	0	1	0	0	0	0	1
P0CX48	1	1	0	0	0	0	2
P38217	0	0	3	0	0	0	3
Q07986	1	0	0	0	0	0	1
Q12431	1	0	0	0	0	0	1
P06104	0	1	0	0	0	0	1
P38177	1	0	0	0	0	0	1
P39953	3	0	0	0	0	0	3
Q08271	0	1	0	0	0	0	1
P36973	0	1	0	0	0	0	1
Q12289	3	0	0	0	0	0	3
P32566	0	1	0	0	0	0	1
P38247	0	1	0	0	0	0	1
P40080	1	0	0	0	0	0	1
P22141	0	1	0	0	0	0	1
Q12142	1	0	0	0	0	0	1
P23561	0	3	0	0	0	0	3
Q03944	1	0	0	0	0	0	1
Q02875	0	1	0	0	0	0	1
P25608	1	0	0	0	0	0	1
P39543	1	0	0	0	0	0	1
P25515	2	0	0	0	0	0	2
P0CX76	1	0	0	0	0	0	1
P06738	1	0	0	0	0	0	1
Q03281	0	2	0	0	0	0	2
P47090	1	0	0	0	0	0	1
Q05926	0	1	0	0	0	0	1
P47156	1	2	0	0	0	0	3
Q04598	1	0	0	0	0	0	1
P06102	2	0	0	0	0	0	2
P38815	0	1	0	0	0	0	1
P53101	0	1	0	0	0	0	1
P27636	0	1	0	0	0	0	1
P34160	1	2	0	0	0	0	3
Q03764	2	0	0	0	0	0	2
P32905	2	0	0	0	0	0	2
P38224	1	0	0	0	0	0	1
P40035	3	0	0	0	0	0	3
P00812	0	1	0	0	0	0	1
P53538	1	0	0	0	0	0	1
Q12288	0	1	0	0	0	0	1
P49687	4	1	0	0	0	0	5
P35200	1	0	0	0	0	0	1
P32501	2	0	2	0	0	0	4
P32463	0	1	0	0	0	0	1
Q04924	2	0	0	0	0	0	2
P42944	0	1	0	0	0	0	1
P49017	1	0	0	0	0	0	1
P40992	0	1	0	0	0	0	1
P39515	1	0	0	0	0	0	1
Q07798	2	0	0	0	0	0	2
Q12369	2	1	0	0	0	0	3
P36775	1	2	0	0	0	0	3
P38126	0	1	0	0	0	0	1
P53732	1	0	0	0	0	0	1
Q04867	1	0	0	0	0	0	1
P39724	1	0	0	0	0	0	1
P40886	1	0	0	0	0	0	1
P17890	1	0	0	0	0	0	1
P40962	2	0	0	0	0	0	2
P39961	0	2	0	0	0	0	2
P53107	1	0	0	0	0	0	1
P32583	0	1	0	0	0	0	1
P32605	0	1	0	0	0	0	1
P52286	0	3	0	0	0	0	3
P45976	0	0	0	1	0	0	1
P09201	0	1	0	0	0	0	1
P28321	1	0	0	0	0	0	1
Q06109	1	0	0	0	0	0	1
P38869	1	0	0	0	0	0	1
Q06132	2	0	0	0	0	0	2
Q3E830	1	0	0	0	0	0	1
P53237	1	0	0	0	0	0	1
P08456	1	0	0	0	0	0	1
P17121	0	1	0	0	0	0	1
P38120	1	0	0	0	0	0	1
Q3E829	0	1	0	0	0	0	1
P38148	0	1	0	0	0	0	1
P16649	0	1	7	0	0	0	8
O13297	0	1	0	0	0	0	1
P32381	1	0	0	0	0	0	1
P41338	0	2	0	0	0	0	2
P53251	1	0	0	0	0	0	1
Q12093	1	0	0	0	0	0	1
P32585	0	1	0	0	0	0	1
P23179	0	1	0	0	0	0	1
P25344	0	2	0	0	0	0	2
P34233	0	1	0	0	0	0	1
P0CX70	1	0	0	0	0	0	1
P49723	0	1	0	0	0	0	1
Q96VH4	0	1	0	0	0	0	1
P33317	0	1	0	0	0	0	1
P38013	0	1	0	0	0	0	1
P43582	0	1	0	0	0	0	1
P47169	2	1	2	0	0	0	5
P53220	0	1	0	0	0	0	1
Q00416	0	3	0	0	0	0	3
P38075	0	2	0	0	0	0	2
Q02196	0	1	0	0	0	0	1
P38307	1	0	0	0	0	0	1
P32335	0	1	0	0	0	0	1
O42831	0	1	0	0	0	0	1
P38812	1	0	0	0	0	0	1
P14540	0	1	0	0	0	0	1
P37302	2	0	0	0	0	0	2
P38011	0	0	6	0	0	0	6
P47141	0	1	0	0	0	0	1
P21304	0	0	1	0	0	0	1
P39083	0	2	0	0	0	0	2
P40185	0	1	0	0	0	0	1
P32643	0	1	0	0	0	0	1
Q12362	2	0	0	0	0	0	2
P38116	0	1	0	0	0	0	1
Q07530	0	1	0	0	0	0	1
Q02979	1	1	0	0	0	0	2
P52491	0	1	0	0	0	0	1
P14772	2	2	0	0	0	0	4
Q05021	1	0	0	0	0	0	1
Q12508	0	1	0	0	0	0	1
P34072	0	1	0	0	0	0	1
P50078	0	1	0	0	0	0	1
P40413	1	0	0	0	0	0	1
Q03707	0	2	0	0	0	0	2
P47131	1	0	0	0	0	0	1
P80667	1	1	0	0	0	0	2
P39937	0	1	2	0	0	0	3
P05737	0	2	0	0	0	0	2
P32350	0	1	0	0	0	0	1
Q07786	1	1	0	0	0	0	2
P32843	1	1	0	0	0	0	2
P39000	0	0	4	0	0	0	4
P47154	0	2	0	0	0	0	2
Q02932	0	1	0	0	0	0	1
Q3E7X9	1	0	0	0	0	0	1
P33339	1	0	2	0	0	0	3
P25654	1	0	0	0	0	0	1
P32774	0	2	0	0	0	0	2
Q04215	1	0	0	0	0	0	1
P19414	1	1	0	0	0	0	2
P36070	1	0	0	0	0	0	1
P53769	1	1	0	0	0	0	2
P25332	1	0	0	0	0	0	1
P42826	0	3	0	0	0	0	3
P53108	0	1	0	0	0	0	1
P53297	0	2	0	0	0	0	2
P0CE86	1	0	0	0	0	0	1
P00331	1	1	0	0	0	0	2
P32864	1	0	0	0	0	0	1
Q12221	0	1	3	0	0	0	4
P38737	1	0	0	0	0	0	1
Q99252	1	0	0	0	0	0	1
P19211	0	1	0	0	0	0	1
P53306	1	0	0	0	0	0	1
Q08484	1	0	0	0	0	0	1
P05744	0	1	0	0	0	0	1
P40558	1	0	0	0	0	0	1
Q06325	1	0	0	0	0	0	1
Q05610	1	0	0	0	0	0	1
P32657	2	3	0	0	0	0	5
P53846	1	0	0	0	0	0	1
Q08831	0	1	0	0	0	0	1
Q12495	1	0	0	0	0	0	1
P33419	1	0	0	0	0	0	1
Q03795	1	0	0	0	0	0	1
P47089	0	1	0	0	0	0	1
Q12457	0	1	0	0	0	0	1
Q12223	1	0	0	0	0	0	1
Q08280	1	0	0	0	0	0	1
P39692	0	2	0	0	0	0	2
P39677	0	4	0	0	0	0	4
Q06149	0	2	0	0	0	0	2
Q06678	0	1	0	0	0	0	1
P36141	1	0	0	0	0	0	1
P0CE00	1	0	0	0	0	0	1
Q06674	1	0	0	0	0	0	1
P53886	1	0	0	0	0	0	1
P48582	0	2	0	0	0	0	2
P31386	0	0	1	0	0	0	1
P24004	0	3	0	0	0	0	3
Q06204	0	2	0	0	0	0	2
P53264	0	1	0	0	0	0	1
Q12038	1	0	0	0	0	0	1
P0CE92	1	0	0	0	0	0	1
Q12734	0	1	0	0	0	0	1
P25600	1	0	0	0	0	0	1
P46956	1	0	0	0	0	0	1
P24867	0	1	0	0	0	0	1
P41811	1	0	4	0	0	0	5
P20795	1	0	0	0	0	0	1
Q08225	1	0	0	0	0	0	1
P40010	2	0	0	0	0	0	2
P53937	1	0	0	0	0	0	1
P38892	0	1	0	0	0	0	1
P53051	0	1	0	0	0	0	1
Q99220	1	0	0	0	0	0	1
Q06096	0	1	0	0	0	0	1
P0CX30	1	0	0	0	0	0	1
P47818	1	0	0	0	0	0	1
P00447	0	2	0	0	0	0	2
P20053	0	0	4	0	0	0	4
P25637	1	1	0	0	0	0	2
P16658	0	1	0	0	0	0	1
P53316	0	3	0	0	0	0	3
P53983	0	1	0	0	0	0	1
P38799	2	0	0	0	0	0	2
Q06505	0	1	0	0	0	0	1
P06776	0	1	0	0	0	0	1
P53889	1	0	0	0	0	0	1
Q08817	1	0	1	0	0	0	2
P47100	2	1	0	0	0	0	3
Q12269	2	1	0	0	0	0	3
P52911	0	1	0	0	0	0	1
P08153	0	2	0	0	0	0	2
P38928	1	1	0	0	0	0	2
P38929	3	2	0	0	0	0	5
P47178	1	0	0	0	0	0	1
Q08641	0	1	0	0	0	0	1
P0CX15	1	2	0	0	0	0	3
P41695	0	3	0	0	0	0	3
P33417	0	2	0	0	0	0	2
P47977	2	0	0	0	0	0	2
P40857	1	0	0	0	0	0	1
P15496	0	1	0	0	0	0	1
P53950	2	0	0	0	0	0	2
P60010	1	0	0	0	0	0	1
P53866	1	1	0	0	0	0	2
P05743	2	0	0	0	0	0	2
P39525	0	2	0	0	0	0	2
Q05648	1	0	0	0	0	0	1
P43563	1	0	0	0	0	0	1
P28817	0	1	0	0	0	0	1
Q02776	1	0	0	0	0	0	1
Q03446	1	0	0	0	0	0	1
Q12241	1	1	0	0	0	0	2
P37012	1	3	0	0	0	0	4
P36162	1	0	0	0	0	0	1
Q07376	1	0	0	0	0	0	1
P32628	0	4	0	0	0	0	4
P38428	1	0	0	0	0	0	1
P25040	0	1	0	0	0	0	1
P32790	0	4	0	0	0	0	4
P38822	1	2	0	0	0	0	3
P38340	1	0	0	0	0	0	1
P40061	0	4	0	0	0	0	4
P36054	1	0	0	0	0	0	1
P38734	1	0	0	0	0	0	1
Q08743	1	0	0	0	0	0	1
Q04431	1	0	0	0	0	0	1
P32385	0	1	0	0	0	0	1
P38205	1	0	0	0	0	0	1
P39012	1	0	0	0	0	0	1
P47099	1	0	0	0	0	0	1
P53301	0	1	0	0	0	0	1
P25355	0	1	0	0	0	0	1
P24279	0	2	0	0	0	0	2
Q99181	0	2	0	0	0	0	2
Q12108	0	1	0	0	0	0	1
P28743	0	1	0	0	0	0	1
Q03050	1	0	0	0	0	0	1
P40885	1	0	0	0	0	0	1
P41813	1	1	0	0	0	0	2
P07278	0	3	0	0	0	0	3
P38958	1	0	0	0	0	0	1
P38787	2	0	0	0	0	0	2
P53244	0	1	0	0	0	0	1
P38270	1	0	0	0	0	0	1
Q99359	0	1	0	0	0	0	1
Q05583	0	0	4	0	0	0	4
P36421	1	0	0	0	0	0	1
P40161	0	1	0	0	0	0	1
P06844	0	1	0	0	0	0	1
P07281	1	0	0	0	0	0	1
P53283	1	0	0	0	0	0	1
P32770	0	2	0	0	0	0	2
P38866	1	0	0	0	0	0	1
P46963	0	1	0	0	0	0	1
P36090	1	1	0	0	0	0	2
Q06686	1	0	0	0	0	0	1
P25558	1	0	0	0	0	0	1
P23644	1	0	0	0	0	0	1
P39112	0	1	0	0	0	0	1
Q12452	0	1	0	0	0	0	1
P38227	1	0	0	0	0	0	1
Q99176	0	1	0	0	0	0	1
Q02554	2	0	0	0	0	0	2
P06100	1	0	0	0	0	0	1
P24870	0	2	0	0	0	0	2
P32568	3	3	0	0	0	0	6
Q04439	1	2	0	0	0	0	3
P38857	1	0	0	0	0	0	1
Q3E747	1	0	0	0	0	0	1
Q03533	0	1	0	0	0	0	1
P53311	1	0	0	0	0	0	1
P53170	1	0	0	0	0	0	1
P39002	1	0	0	0	0	0	1
P34217	0	1	0	0	0	0	1
Q04839	1	0	0	0	0	0	1
P51996	0	1	0	0	0	0	1
P54786	0	1	0	0	0	0	1
P23968	2	0	0	0	0	0	2
P34730	0	1	0	0	0	0	1
P34228	0	2	0	0	0	0	2
Q12032	0	1	0	0	0	0	1
Q12471	0	1	0	0	0	0	1
P47041	0	1	0	0	0	0	1
P39535	1	1	0	0	0	0	2
P31539	2	3	0	0	0	0	5
Q03419	1	0	0	0	0	0	1
P25719	0	1	0	0	0	0	1
P53309	0	1	0	0	0	0	1
P23201	2	1	0	0	0	0	3
P53875	0	2	0	0	0	0	2
P25611	0	1	0	0	0	0	1
P07267	1	0	0	0	0	0	1
P53943	1	0	0	0	0	0	1
P28005	1	0	0	0	0	0	1
Q08162	0	4	0	0	0	0	4
P50276	1	0	0	0	0	0	1
Q04370	1	0	0	0	0	0	1
P25046	1	0	0	0	0	0	1
P39904	1	0	0	0	0	0	1
Q00245	0	1	0	0	0	0	1
P40348	0	2	0	0	0	0	2
P25648	0	1	0	0	0	0	1
P39005	2	0	0	0	0	0	2
P53150	1	0	0	0	0	0	1
P53938	1	0	0	0	0	0	1
P32861	1	0	0	0	0	0	1
P27825	1	0	0	0	0	0	1
Q03785	0	1	0	0	0	0	1
Q00362	0	0	1	0	0	0	1
P07275	1	0	0	0	0	0	1
P53192	1	0	0	0	0	0	1
P21957	1	0	0	0	0	0	1
Q08299	1	0	0	0	0	0	1
P50110	1	1	0	0	0	0	2
P0CF18	0	2	0	0	0	0	2
P0CG63	0	5	0	0	0	0	5
P48015	0	2	0	0	0	0	2
Q3E757	0	2	0	0	0	0	2
Q12477	0	1	0	0	0	0	1
P53390	1	0	0	0	0	0	1
P0CX63	2	2	0	0	0	0	4
P00560	0	1	0	0	0	0	1
P33748	0	2	0	0	0	0	2
Q06104	0	1	0	0	0	0	1
P40102	1	0	0	0	0	0	1
P07172	0	1	0	0	0	0	1
P20424	0	3	0	0	0	0	3
P38742	1	0	0	0	0	0	1
P38711	1	0	0	0	0	0	1
P43574	0	2	0	0	0	0	2
P25617	1	0	0	0	0	0	1
P0CX35	3	2	0	0	0	0	5
P35189	2	0	0	0	0	0	2
P38162	1	0	0	0	0	0	1
P53118	1	0	0	0	0	0	1
Q08647	1	0	0	0	0	0	1
Q07528	0	1	0	0	0	0	1
P09733	0	2	0	0	0	0	2
Q12009	1	0	0	0	0	0	1
P40515	0	2	0	0	0	0	2
P54838	2	0	0	0	0	0	2
P53900	0	0	0	0	1	0	1
Q99296	1	0	0	0	0	0	1
Q08683	0	1	0	0	0	0	1
P32917	1	1	0	0	0	0	2
P35201	1	1	0	0	0	0	2
P38620	0	2	0	0	0	0	2
Q08157	1	0	0	0	0	0	1
P89102	1	0	0	0	0	0	1
P47120	2	0	0	0	0	0	2
P15180	0	2	0	0	0	0	2
P25615	1	2	0	0	0	0	3
P35734	1	0	0	0	0	0	1
P08640	0	1	0	0	0	0	1
P0C2J5	2	2	0	0	0	0	4
P40030	1	0	0	0	0	0	1
P09457	1	0	0	0	0	0	1
P22149	1	0	0	0	0	0	1
Q03718	1	0	0	0	0	0	1
P17898	1	0	0	0	0	0	1
Q00776	1	1	0	0	0	0	2
Q12305	0	1	0	0	0	0	1
Q12198	0	1	0	0	0	0	1
Q06681	2	1	0	0	0	0	3
P48559	0	1	0	0	0	0	1
P18544	0	1	0	0	0	0	1
P0C2H7	1	0	0	0	0	0	1
P32841	1	0	0	0	0	0	1
P36010	0	1	0	0	0	0	1
P40452	1	0	0	0	0	0	1
P23797	1	0	0	0	0	0	1
P53223	1	0	0	0	0	0	1
P38722	0	1	0	0	0	0	1
P53750	0	1	0	0	0	0	1
Q03648	1	0	0	0	0	0	1
P38724	1	0	0	0	0	0	1
Q12177	1	0	0	0	0	0	1
P40897	1	0	0	0	0	0	1
P38636	0	1	0	0	0	0	1
P07270	0	1	0	0	0	0	1
P13365	0	1	0	0	0	0	1
P33307	1	2	0	0	0	0	3
P48527	1	0	0	0	0	0	1
Q06350	0	1	0	0	0	0	1
Q04781	0	1	0	0	0	0	1
P25573	2	0	0	0	0	0	2
Q12029	1	0	0	0	0	0	1
P02407	1	0	0	0	0	0	1
P32573	0	1	0	0	0	0	1
P38682	0	1	0	0	0	0	1
P25641	1	0	0	0	0	0	1
Q06216	0	1	0	0	0	0	1
P53756	3	2	0	0	0	0	5
P0CX49	1	0	0	0	0	0	1
P36112	3	0	0	0	0	0	3
P25381	0	1	0	0	0	0	1
P0CX66	1	0	0	0	0	0	1
P40050	0	0	1	0	0	0	1
Q04869	1	1	0	0	0	0	2
P25613	1	0	0	0	0	0	1
P47125	1	0	0	0	0	0	1
P0CX36	3	2	0	0	0	0	5
P28240	0	1	0	0	0	0	1
P32526	1	0	0	0	0	0	1
Q12180	0	2	0	0	0	0	2
Q12175	0	2	0	0	0	0	2
P22543	3	1	0	0	0	0	4
P25569	0	0	2	0	0	0	2
P00572	0	1	0	0	0	0	1
Q06200	1	0	0	0	0	0	1
Q06625	1	3	0	0	0	0	4
P24868	0	2	0	0	0	0	2
P32474	0	3	0	0	0	0	3
Q05080	1	0	0	0	0	0	1
Q06636	1	0	0	0	0	0	1
P06244	0	1	0	0	0	0	1
P0CX86	1	0	0	0	0	0	1
P56628	1	0	0	0	0	0	1
P24031	1	0	0	0	0	0	1
P38781	0	1	0	0	0	0	1
Q12427	1	0	0	0	0	0	1
Q12165	0	1	0	0	0	0	1
P17260	1	0	0	0	0	0	1
P40317	1	0	0	0	0	0	1
Q06389	0	3	0	0	0	0	3
P32191	1	1	0	0	0	0	2
P00445	0	1	0	0	0	0	1
P38323	0	2	0	0	0	0	2
P25044	0	1	0	0	0	0	1
Q03834	0	5	0	0	0	0	5
P38125	1	0	0	0	0	0	1
Q08202	1	0	0	0	0	0	1
P32912	0	1	0	0	0	0	1
P38959	1	0	0	0	0	0	1
P43554	1	0	0	0	0	0	1
P32874	2	4	0	0	0	0	6
Q12168	1	0	0	0	0	0	1
Q08231	0	1	0	0	0	0	1
P00498	1	1	0	0	0	0	2
Q08970	1	0	0	0	0	0	1
Q04608	1	0	0	0	0	0	1
Q01919	0	1	0	0	0	0	1
Q12377	0	1	0	0	0	0	1
P53303	2	0	0	0	0	0	2
Q07657	0	1	0	0	0	0	1
O94742	1	0	0	0	0	0	1
P38088	0	1	0	0	0	0	1
P47161	1	1	0	0	0	0	2
P41807	2	0	0	0	0	0	2
P39976	0	2	0	0	0	0	2
P54730	1	1	0	0	0	0	2
P23337	1	0	0	0	0	0	1
P38152	3	0	0	0	0	0	3
P36158	0	2	0	0	0	0	2
P0CH63	1	0	0	0	0	0	1
Q12085	1	0	0	0	0	0	1
P14908	0	1	0	0	0	0	1
P48743	0	1	0	0	0	0	1
Q12019	0	8	0	0	0	0	8
Q12049	1	0	0	0	0	0	1
P32074	1	2	0	0	0	0	3
P43560	1	1	0	0	0	0	2
P48837	6	1	0	0	0	0	7
P06169	0	3	0	0	0	0	3
Q07351	0	1	0	0	0	0	1
P38879	1	0	0	0	0	0	1
Q06523	1	0	0	0	0	0	1
P38182	0	1	0	0	0	0	1
P07702	2	1	0	0	0	0	3
Q03829	3	0	0	0	0	0	3
P0CX11	0	2	0	0	0	0	2
Q01574	2	1	0	0	0	0	3
P53078	0	1	0	0	0	0	1
P53146	1	0	0	0	0	0	1
Q03018	1	0	0	0	0	0	1
P08525	1	0	0	0	0	0	1
P23060	1	0	0	0	0	0	1
P47168	1	0	0	0	0	0	1
P53731	1	0	0	0	0	0	1
P40442	0	1	0	0	0	0	1
P20448	1	2	0	0	0	0	3
P53853	1	0	0	0	0	0	1
P22211	0	1	0	0	0	0	1
Q12316	2	1	0	0	0	0	3
Q05931	1	0	0	0	0	0	1
P33420	0	1	0	0	0	0	1
Q06164	1	0	0	0	0	0	1
Q06834	0	1	0	0	0	0	1
P04802	0	2	0	0	0	0	2
P50875	1	0	0	0	0	0	1
P32801	0	1	0	0	0	0	1
P53833	1	0	0	0	0	0	1
P11491	0	1	0	0	0	0	1
Q02895	0	1	0	0	0	0	1
P54791	1	0	0	0	0	0	1
P53925	1	1	0	0	0	0	2
P23776	0	1	0	0	0	0	1
P28239	0	1	0	0	0	0	1
Q04347	1	0	0	0	0	0	1
P47172	0	1	0	0	0	0	1
P33749	0	2	0	0	0	0	2
P13711	1	2	0	0	0	0	3
P38811	2	0	0	0	0	0	2
P13045	2	1	0	0	0	0	3
P40447	1	0	0	0	0	0	1
Q04199	0	0	4	0	0	0	4
P40890	0	4	0	0	0	0	4
P0CX27	1	0	0	0	0	0	1
P38774	1	0	0	0	0	0	1
Q07629	0	1	0	0	0	0	1
P43585	1	1	0	0	0	0	2
P19263	1	0	0	0	0	0	1
Q07928	0	1	0	0	0	0	1
Q12186	0	3	0	0	0	0	3
P00330	1	1	0	0	0	0	2
D6VPM8	1	0	0	0	0	0	1
P35736	1	0	0	0	0	0	1
Q06991	1	0	0	0	0	0	1
Q03898	1	0	0	0	0	0	1
P46784	0	1	0	0	0	0	1
P41734	1	0	0	0	0	0	1
P53970	1	0	0	0	0	0	1
P22023	1	0	0	0	0	0	1
P39706	0	0	1	0	0	0	1
P12385	0	3	0	0	0	0	3
P40355	0	1	0	0	0	0	1
P51601	0	1	0	0	0	0	1
Q03036	1	0	0	0	0	0	1
P32462	1	0	0	0	0	0	1
P38732	1	0	0	0	0	0	1
Q03920	0	1	0	0	0	0	1
Q8J0M4	1	0	0	0	0	0	1
P38316	1	0	0	0	0	0	1
P36047	0	0	1	0	0	0	1
P53214	1	0	0	0	0	0	1
P0C2H9	1	0	0	0	0	0	1
P36151	0	2	0	0	0	0	2
P40560	0	2	0	0	0	0	2
P07274	0	1	0	0	0	0	1
P47048	1	0	0	0	0	0	1
P32581	0	1	0	0	0	0	1
P40366	0	1	0	0	0	0	1
P42839	2	1	0	0	0	0	3
Q12153	0	1	0	0	0	0	1
P32781	1	0	0	0	0	0	1
P42836	1	0	0	0	0	0	1
P53916	0	1	0	0	0	0	1
P32914	0	1	0	0	0	0	1
P17629	1	0	0	0	0	0	1
P38989	0	3	0	0	0	0	3
P35198	1	0	0	0	0	0	1
P34163	0	1	0	0	0	0	1
Q08562	2	0	0	0	0	0	2
P43613	0	1	0	0	0	0	1
Q05515	0	2	0	0	0	0	2
P46683	0	0	1	0	0	0	1
P20133	0	0	5	0	0	0	5
Q08921	1	0	0	0	0	0	1
P40212	1	0	0	0	0	0	1
P52870	1	0	0	0	0	0	1
Q12414	2	1	0	0	0	0	3
P40561	0	1	0	0	0	0	1
P33412	0	2	0	0	0	0	2
Q07950	1	0	0	0	0	0	1
P07884	0	1	0	0	0	0	1
P36121	1	0	0	0	0	0	1
Q03214	0	2	0	0	0	0	2
Q02159	0	1	0	0	0	0	1
Q12330	0	1	0	0	0	0	1
P20606	0	1	0	0	0	0	1
P38701	1	0	0	0	0	0	1
Q08723	2	0	0	0	0	0	2
P40989	2	0	0	0	0	0	2
P29366	0	3	0	0	0	0	3
P38287	1	0	0	0	0	0	1
P32493	1	0	0	0	0	0	1
Q12529	1	0	0	0	0	0	1
P35202	0	2	0	0	0	0	2
